text,code,tags
"Section 3: Duty to report known security breach or unauthorized use of personal information
(a) A person or agency that maintains or stores, but does not own or license data that includes personal information about a resident of the commonwealth, shall provide notice, as soon as practicable and without unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of security or (2) when the person or agency knows or has reason to know that the personal information of such resident was acquired or used by an unauthorized person or used for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition to providing notice as provided herein, such person or agency shall cooperate with the owner or licensor of such information. Such cooperation shall include, but not be limited to, informing the owner or licensor of the breach of security or unauthorized acquisition or use, the date or approximate date of such incident and the nature thereof, and any steps the person or agency has taken or plans to take relating to the incident, except that such cooperation shall not be deemed to require the disclosure of confidential business information or trade secrets, or to provide notice to a resident that may have been affected by the breach of security or unauthorized acquisition or use.","s3 = Section(""3"", ""Duty to report known security breach or unauthorized use of personal information"") 

sa = Section(""(a)"")
s3.add_subsection(sa)

r = Rule(sa, Expression(sa, ""person or agency that maintains or stores, but does not own or license data that includes personal information about a resident of the commonwealth""))
r.rule_type = Rule.OBLIGATION
r.description = Expression(sa, ""shall provide notice, as soon as practicable and without unreasonable delay"")
sa1 = Section(""(1)"")
sa.add_subsection(sa1)
r.conditions.append(Expression(sa1, ""when such person or agency knows or has reason to know of a breach of security""))
sa2 = Section(""(2)"")
sa.add_subsection(sa2)
r.conditions.append(Expression(sa2, ""when the person or agency knows or has reason to know that the personal information of such resident was acquired or used by an unauthorized person or used for an unauthorized purpose, to the owner or licensor in accordance with this chapter""))

r1 = Rule(sa, Expression(sa, ""such person or agency""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(sa, ""shall cooperate with the owner or licensor of such information"")
r1.add_refines(r)
r1.conditions.append(Expression(sa, ""providing notice as provided herein""))

r2= Rule(sa, Expression(sa, ""such cooperation""))
r2.rule_type = Rule.OBLIGATION
r2.description = Expression(sa, ""shall include, but not be limited to"")
r2.description.includes.append(Expression(sa, ""informing the owner or licensor of the breach of security or unauthorized acquisition or use""))
r2.description.includes.append(Expression(sa, ""informing the owner or licensor of the date or approximate date of such incident and the nature thereof""))
r2.description.includes.append(Expression(sa, ""informing the owner or licensor of any steps the person or agency has taken or plans to take relating to the incident""))
r2.add_refines(r)

r2.add_exception(Expression(sa, ""that such cooperation shall not be deemed to require the disclosure of confidential business information or trade secrets, or to provide notice to a resident that may have been affected by the breach of security or unauthorized acquisition or use""))","['#refines', '#continuation', '#obligation', '#condition', '#exception']"
"NRS 603A.040  ""Personal information"" defined.;1.
""Personal information"" means a natural person's first name or first initial and last name in combination with any one or more of the following data elements, when the name and data elements are not encrypted:
(a) Social security number.
(b) Driver's license number, driver authorization card number or identification card number.
(c) Account number, credit card number or debit card number, in combination with any required security code, access code or password that would permit access to the person's financial account.
(d) A medical identification number or a health insurance identification number.
(e) A user name, unique identifier or electronic mail address in combination with a password, access code or security question and answer that would permit access to an online account.","s = Section(sectionNumber=""603A.040"", sectionTitle=""Personal information defined"")
s1 = Section(sectionNumber=""1."")
s.add_subsection(s1)
d = Definition(s1, Expression(s1, ""Personal information""))
e=Expression(s1, ""a natural persons first name or first initial and last name in combination with any one or more of the following data elements, when the name and data elements are not encrypted:"")
d.meaning.append(e)
s1a = Section(sectionNumber=""(a)"")
s1.add_subsection(s1a)
e1=Expression(s1a, ""Social security number"")
e.includes.append(e1)
s1b = Section(sectionNumber=""(b)"")
s1.add_subsection(s1b)
e2=Expression(s1b, ""Drivers license number, driver authorization card number or identification card number"")
e.includes.append(e2)
s1c = Section(sectionNumber=""(c)"")
s1.add_subsection(s1c)
e3=Expression(s1c, ""Account number, credit card number or debit card number, in combination with any required security code, access code or password that would permit access to the persons financial account."")
e.includes.append(e3)
s1d = Section(sectionNumber=""(d)"")
s1.add_subsection(s1d)
e4=Expression(s1d, ""A medical identification number or a health insurance identification number."")
e.includes.append(e4)
s1e = Section(sectionNumber=""(e)"")
s1.add_subsection(s1e)
e5=Expression(s1e, ""A user name, unique identifier or electronic mail address in combination with a password, access code or security question and answer that would permit access to an online account."")
e.includes.append(e5)","['#definition', '#continuation']"
"4-110-106. Exemptions.
(b) This section does not relieve a person or business from a duty to comply with any other requirements of other state and federal law regarding the protection and privacy of personal information.","s = Section(sectionNumber=""4-110-106"", sectionTitle=""Exemptions"")
s2 = Section(""(b)"")
s.add_subsection(s2)
r=Rule(s2, Expression(s2, ""This section""))
r.rule_type=Rule.OBLIGATION
r.description=Expression(s2, ""does not relieve a person or business from a duty to comply with any other requirements of other state and federal law regarding the protection and privacy of personal information"")",['#obligation']
"Section 1. (a) As used in this chapter, the following words shall, unless the context clearly requires otherwise, have the following meanings:—
''Encrypted'' transformation of data through the use of a 128–bit or higher algorithmic process into a form in which there is a low probability of assigning meaning without use of a confidential process or key, unless further defined by regulation of the department of consumer affairs and business regulation.","main_section = Section(sectionNumber=""1."", sectionTitle="""")

sub_section_a = Section(""(a)"")
main_section.add_subsection(sub_section_a)

d = Definition(sub_section_a, Expression(sub_section_a, ""Encrypted""))
d.meaning.append(Expression(sub_section_a, ""transformation of data through the use of a 128–bit or higher algorithmic process into a form in which there is a low probability of assigning meaning without use of a confidential process or key""))
d.add_exception(Expression(sub_section_a, ""unless further defined by regulation of the department of consumer affairs and business regulation""))","['#definition', '#exception']"
"§14–3507.;(c)
(1) A business that is subject to and in compliance with § 501(b) of the federal Gramm–Leach–Bliley Act, 15 U.S.C. § 6801, § 216 of the federal Fair and Accurate Credit Transdescriptions Act, 15 U.S.C. § 1681w, the federal Interagency Guidelines Establishing Information Security Standards, and the federal Interagency Guidance on Response Programs for Unauthorized Access to Customer Information and Customer Notice, and any revisions, additions, or substitutions, shall be deemed to be in compliance with this subtitle.
(2) An affiliate that complies with § 501(b) of the federal Gramm–Leach–Bliley Act, 15 U.S.C. § 6801, § 216 of the federal Fair and Accurate Credit Transdescriptions Act, 15 U.S.C. § 1681w, the federal Interagency Guidelines Establishing Information Security Standards, and the federal Interagency Guidance on Response Programs for Unauthorized Access to Customer Information and Customer Notice, and any revisions, additions, or substitutions, shall be deemed to be in compliance with this subtitle.","s = Section(sectionNumber=""§14–3507"")
sc = Section(""(c)"")
s.add_subsection(sc)

sc1 = Section(""(1)"")
sc.add_subsection(sc1)
r1 = Rule(sc1, Expression(sc1, ""A business that is subject to and in compliance with § 501(b) of the federal Gramm–Leach–Bliley Act, 15 U.S.C. § 6801, § 216 of the federal Fair and Accurate Credit Transdescriptions Act, 15 U.S.C. § 1681w, the federal Interagency Guidelines Establishing Information Security Standards, and the federal Interagency Guidance on Response Programs for Unauthorized Access to Customer Information and Customer Notice, and any revisions, additions, or substitutions""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(sc1, ""shall deemed be in compliance with this subtitle"")
ref1=Reference(sc1, ""§ 501(b) of the federal Gramm–Leach–Bliley Act, 15 U.S.C. § 6801"", r1)
r1.add_follows(ref1)
ref2=Reference(sc1, ""§ 216 of the federal Fair and Accurate Credit Transdescriptions Act, 15 U.S.C. § 1681w"", r1)
r1.add_follows(ref2)
ref3=Reference(sc1, ""the federal Interagency Guidelines Establishing Information Security Standards"", r1)
r1.add_follows(ref3)
ref4=Reference(sc1, ""the federal Interagency Guidance on Response Programs for Unauthorized Access to Customer Information and Customer Notice"", r1)
r1.add_follows(ref4)

sc2 = Section(""(2)"")
sc.add_subsection(sc2)
r2 = Rule(sc2, Expression(sc2, ""An affiliate that complies with § 501(b) of the federal Gramm–Leach–Bliley Act, 15 U.S.C. § 6801, § 216 of the federal Fair and Accurate Credit Transdescriptions Act, 15 U.S.C. § 1681w, the federal Interagency Guidelines Establishing Information Security Standards, and the federal Interagency Guidance on Response Programs for Unauthorized Access to Customer Information and Customer Notice, and any revisions, additions, or substitutions""))
r2.rule_type = Rule.PERMISSION
r2.description = Expression(sc2, ""shall be deemed to be in compliance with this subtitle"")
ref1=Reference(sc1, ""§ 501(b) of the federal Gramm–Leach–Bliley Act, 15 U.S.C. § 6801"", r2)
r2.add_follows(ref1)
ref2=Reference(sc1, ""§ 216 of the federal Fair and Accurate Credit Transdescriptions Act, 15 U.S.C. § 1681w"", r2)
r2.add_follows(ref2)
ref3=Reference(sc1, ""the federal Interagency Guidelines Establishing Information Security Standards"", r2)
r2.add_follows(ref3)
ref4=Reference(sc1, ""the federal Interagency Guidance on Response Programs for Unauthorized Access to Customer Information and Customer Notice"", r2)
r2.add_follows(ref4)","['#permission', '#follows', '#reference']"
"(c) Any person that maintains computerized data that includes personal information that the person does not own shall notify the owner or licensee of the information of any breach of the security of the data immediately following its discovery, if the personal information of a resident of this state was breached or is reasonably believed to have been breached.
","sc = Section(""(c)"")
r = Rule(sc, Expression(sc, ""Any person that maintains computerized data that includes personal information that the person does not own""))
r.rule_type = Rule.OBLIGATION
r.description = Expression(sc, ""shall notify the owner or licensee of the information of any breach of the security of the data immediately following its discovery"")
r.conditions.append(Expression(sc, ""the personal information of a resident of this state was breached or is reasonably believed to have been breached""))","['#condition', '#obligation']"
(j) Failure to comply with the requirements of this section shall constitute an unfair trade practice for purposes of section 42-110b and shall be enforced by the Attorney General.,"sj = Section(""(j)"")
r1 = Rule(sj, Expression(sj, ""Failure to comply with the requirements of this section""))
r1.rule_type = Rule.PROHIBITION
r1.description = Expression(sj, ""shall constitute an unfair trade practice for purposes of section 42-110b and shall be enforced by the Attorney General"")
ref1=Reference(sj, ""section 42-110b"", target=r1)
r1.add_is_followed_by(ref1)","['#obligation', '#followed_by', '#reference']"
"4-110-103. Definitions.
(7) ""Personal information"" means an individual's first name or first initial and his or her last name in combination with any one (1) or more of the following data elements when either the name or the data element is not encrypted or redacted:
(A) Social Security number;
(B) Driver's license number or Arkansas identification card number;
(C) Account number, credit card number, or debit card number in combination with any required security code, access code, or password that would permit access to an individual's financial account;
(D) Medical information; and
(E)
(i) Biometric data.
(ii) As used in this subdivision (7)(E), ""biometric data"" means data generated by automatic measurements of an individual's biological characteristics, including without limitation:
(a) Fingerprints;
(b) Faceprint;
(c) A retinal or iris scan;
(d) Hand geometry;
(e) Voiceprint analysis;
(f) Deoxyribonucleic acid (DNA); or
(g) Any other unique biological characteristics of an individual if the characteristics are used by the owner or licensee to uniquely authenticate the individual's identity when the individual accesses a system or account;","s = Section(sectionNumber=""4-110-103"", sectionTitle=""Definitions"")
s7 = Section(""(7)"")
s.add_subsection(s7)
d = Definition(s7, Expression(s7, ""Personal information""))
e=Expression(s7, ""an individual's first name or first initial and his or her last name in combination with any one (1) or more of the following data elements when either the name or the data element is not encrypted or redacted:"")
d.meaning.append(e)
s7a = Section(""(A)"")
s7.add_subsection(s7a)
e.includes.append(Expression(s7a, ""Social Security number""))
s7b = Section(""(B)"")
s7.add_subsection(s7b)
e.includes.append(Expression(s7b, ""Driver's license number or Arkansas identification card number""))
s7c = Section(""(C)"")
s7.add_subsection(s7c)
e.includes.append(Expression(s7c, ""Account number, credit card number, or debit card number in combination with any required security code, access code, or password that would permit access to an individual's financial account""))
s7d = Section(""(D)"")
s7.add_subsection(s7d)
e.includes.append(Expression(s7d, ""Medical information""))
s7e = Section(""(E)"")
s7.add_subsection(s7e)
s7ei = Section(""(i)"")
s7e.add_subsection(s7ei)
e_biometric = Expression(s7ei, ""Biometric data"")
e.includes.append(e_biometric)
s7eii = Section(""(ii)"")
s7e.add_subsection(s7eii)
d_biometric = Definition(s7eii, e_biometric)
e_biometric_exp=Expression(s7eii, ""data generated by automatic measurements of an individual's biological characteristics, including without limitation:"")
d_biometric.meaning.append(e_biometric_exp)
ref1=Reference(s7eii, ""subdivision (7)(E)"", d_biometric)
d_biometric.add_is_refined_by(ref1)
s7eiia = Section(""(a)"")
s7eii.add_subsection(s7eiia)
e_biometric_exp.includes.append(Expression(s7eiia, ""Fingerprints""))
s7eiib = Section(""(b)"")
s7eii.add_subsection(s7eiib)
e_biometric_exp.includes.append(Expression(s7eiib, ""Faceprint""))
s7eiic = Section(""(c)"")
s7eii.add_subsection(s7eiic)
e_biometric_exp.includes.append(Expression(s7eiic, ""A retinal or iris scan""))
s7eiid = Section(""(d)"")
s7eii.add_subsection(s7eiid)
e_biometric_exp.includes.append(Expression(s7eiid, ""Hand geometry""))
s7eiie = Section(""(e)"")
s7eii.add_subsection(s7eiie)
e_biometric_exp.includes.append(Expression(s7eiie, ""Voiceprint analysis""))
s7eiif = Section(""(f)"")
s7eii.add_subsection(s7eiif)
e_biometric_exp.includes.append(Expression(s7eiif, ""Deoxyribonucleic acid (DNA)""))
s7eiig = Section(""(g)"")
s7eii.add_subsection(s7eiig)
e_biometric_exp.includes.append(Expression(s7eiig, ""Any other unique biological characteristics of an individual if the characteristics are used by the owner or licensee to uniquely authenticate the individual's identity when the individual accesses a system or account""))","['#continuation', '#definition', '#refined_by', '#reference']"
"Section 3A: Breaches of security including social security numbers; offer of credit monitoring services required
(c) The department of consumer affairs and business regulation may promulgate regulations interpreting and applying this section.","s3a = Section(sectionNumber=""3A"", sectionTitle=""Breaches of security including social security numbers; offer of credit monitoring services required"")
s3ac = Section(""(c)"")
s3a.add_subsection(s3ac)

r1 = Rule(s3ac, Expression(s3ac, ""The department of consumer affairs and business regulation""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(s3ac, ""may promulgate regulations interpreting and applying this section"")",['#permission']
"Section 3: Duty to report known security breach or unauthorized use of personal information
(b) A person or agency that owns or licenses data that includes personal information about a resident of the commonwealth, shall provide notice, as soon as practicable and without unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of security or (2) when the person or agency knows or has reason to know that the personal information of such resident was acquired or used by an unauthorized person or used for an unauthorized purpose, to the attorney general, the director of consumer affairs and business regulation and to such resident, in accordance with this chapter. The notice to be provided to the attorney general and said director, and consumer reporting agencies or state agencies if any, shall include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or use; (ii) the number of residents of the commonwealth affected by such incident at the time of notification; (iii) the name and address of the person or agency that experienced the breach of security; (iv) name and title of the person or agency reporting the breach of security, and their relationship to the person or agency that experienced the breach of security; (v) the type of person or agency reporting the breach of security; (vi) the person responsible for the breach of security, if known; (vii) the type of personal information compromised, including, but not limited to, social security number, driver's license number, financial account number, credit or debit card number or other data; (viii) whether the person or agency maintains a written information security program; and (ix) any steps the person or agency has taken or plans to take relating to the incident, including updating the written information security program. A person who experienced a breach of security shall file a report with the attorney general and the director of consumer affairs and business regulation certifying their credit monitoring services comply with section 3A.","section3 = Section(""3"", ""Duty to report known security breach or unauthorized use of personal information"")
subsection_b = Section(""(b)"")
section3.add_subsection(subsection_b)

rule1 = Rule(subsection_b, Expression(subsection_b, ""A person or agency  that owns or licenses data that includes personal information about a resident of the commonwealth""))
rule1.rule_type = Rule.OBLIGATION
rule1.description = Expression(subsection_b, ""shall provide notice, as soon as practicable and without unreasonable delay, to the attorney general, the director of consumer affairs and business regulation and to such resident, in accordance with this chapter"")
condition1 = Expression(subsection_b, ""when such person or agency knows or has reason to know of a breach of security"")
rule1.conditions.append(condition1)
condition2 = Expression(subsection_b, ""when such person or agency knows or has reason to know that the personal information of such resident was acquired or used by an unauthorized person or used for an unauthorized purpose"")
rule1.conditions.append(condition2)


r1= Rule(subsection_b, Expression(subsection_b, ""The notice to be provided to the attorney general and said director, and consumer reporting agencies or state agencies if any""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(subsection_b, ""shall include, but not be limited to:"")
s_i = Section(""(i)"")
subsection_b.add_subsection(s_i)
s_ii = Section(""(ii)"")
subsection_b.add_subsection(s_ii)
s_iii = Section(""(iii)"")
subsection_b.add_subsection(s_iii)
s_iv = Section(""(iv)"")
subsection_b.add_subsection(s_iv)
s_v = Section(""(v)"")
subsection_b.add_subsection(s_v)
s_vi = Section(""(vi)"")
subsection_b.add_subsection(s_vi)
s_vii = Section(""(vii)"")
subsection_b.add_subsection(s_vii)
s_viii = Section(""(viii)"")
subsection_b.add_subsection(s_viii)
s_ix = Section(""(ix)"")
subsection_b.add_subsection(s_ix)
notice_contents = [
    Expression(s_i, ""the nature of the breach of security or unauthorized acquisition or use""),
    Expression(s_ii, ""the number of residents of the commonwealth affected by such incident at the time of notification""),
    Expression(s_iii, ""the name and address of the person or agency that experienced the breach of security""),
    Expression(s_iv, ""name and title of the person or agency reporting the breach of security, and their relationship to the person or agency that experienced the breach of security""),
    Expression(s_v, ""the type of person or agency reporting the breach of security""),
    Expression(s_vi, ""the person responsible for the breach of security, if known""),
    Expression(s_vii, ""the type of personal information compromised, including, but not limited to, social security number, driver's license number, financial account number, credit or debit card number or other data""),
    Expression(s_viii, ""whether the person or agency maintains a written information security program""),
    Expression(s_ix, ""any steps the person or agency has taken or plans to take relating to the incident, including updating the written information security program"")
]
r1.description.includes.extend(notice_contents)
r1.add_refines(rule1)

rule2 = Rule(subsection_b, Expression(subsection_b, ""A person who experienced a breach of security""))
rule2.rule_type = Rule.OBLIGATION
rule2.description = Expression(subsection_b, ""shall file a report with the attorney general and the director of consumer affairs and business regulation certifying their credit monitoring services comply with section 3A"")
ref1=Reference(subsection_b, ""section 3A"", rule2)
rule2.add_follows(ref1)
rule2.add_follows(rule1)","['#follows', '#continuation', '#obligation', '#condition', '#refines', '#reference']"
"(b) A person or business that maintains computerized data that includes personal information that the person or business does not own shall notify the owner or licensee of the information of the breach of the security of the data immediately following discovery, if the personal information was, or is reasonably believed to have been, acquired by an unauthorized person.
","s = Section(""(b)"")
r1 = Rule(s, Expression(s, ""A person or business that maintains computerized data that includes personal information that the person or business does not own""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(s, ""shall notify the owner or licensee of the information of the breach of the security of the data immediately following discovery"")
r1.conditions.append(Expression(s, ""the personal information was, or is reasonably believed to have been, acquired by an unauthorized person""))","['#obligation', '#condition']"
"(h) For purposes of this section, ""personal information"" means either of the following:
(1) An individual's first name or first initial and last name in combination with any one or more of the following data elements, when either the name or the data elements are not encrypted:
(A) Social security number.
(B) Driver's license number, California identification card number, tax identification number, passport number, military identification number, or other unique identification number issued on a government document commonly used to verify the identity of a specific individual.
(C) Account number or credit or debit card number, in combination with any required security code, access code, or password that would permit access to an individual's financial account.
(D) Medical information.
(E) Health insurance information.
(F) Unique biometric data generated from measurements or technical analysis of human body characteristics, such as a fingerprint, retina, or iris image, used to authenticate a specific individual. Unique biometric data does not include a physical or digital photograph, unless used or stored for facial recognition purposes.
(G) Information or data collected through the use or operation of an automated license plate recognition system, as defined in Section 1798.90.5.
(H) Genetic data.
(2) A username or email address, in combination with a password or security question and answer that would permit access to an online account.","sec_h = Section(sectionNumber=""(h)"")
d_personal_info_h = Definition(sec_h, Expression(sec_h, ""personal information""))

s1_h = Section(""(1)"")
sec_h.add_subsection(s1_h)
e1_h = Expression(s1_h, ""An individual's first name or first initial and last name in combination with any one or more of the following data elements, when either the name or the data elements are not encrypted:"")
d_personal_info_h.meaning.append(e1_h)

s1A_h = Section(""(A)"")
s1_h.add_subsection(s1A_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1A_h, ""Social security number""))

s1B_h = Section(""(B)"")
s1_h.add_subsection(s1B_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1B_h, ""Driver's license number, California identification card number, tax identification number, passport number, military identification number, or other unique identification number issued on a government document commonly used to verify the identity of a specific individual.""))

s1C_h = Section(""(C)"")
s1_h.add_subsection(s1C_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1C_h, ""Account number or credit or debit card number, in combination with any required security code, access code, or password that would permit access to an individual's financial account""))

s1D_h = Section(""(D)"")
s1_h.add_subsection(s1D_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1D_h, ""Medical information""))

s1E_h = Section(""(E)"")
s1_h.add_subsection(s1E_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1E_h, ""Health insurance information""))

s1F_h = Section(""(F)"")
s1_h.add_subsection(s1F_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1F_h, ""Unique biometric data generated from measurements or technical analysis of human body characteristics, such as a fingerprint, retina, or iris image, used to authenticate a specific individual. Unique biometric data does not include a physical or digital photograph, unless used or stored for facial recognition purposes.""))
s1G_h = Section(""(G)"")
s1_h.add_subsection(s1G_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1G_h, ""Information or data collected through the use or operation of an automated license plate recognition system, as defined in Section 1798.90.5.""))
ref1=Reference(s1G_h, ""Section 1798.90.5."", target=d_personal_info_h)
d_personal_info_h.add_is_refined_by(ref1)

s1H_h = Section(""(H)"")
s1_h.add_subsection(s1H_h)
d_personal_info_h.meaning[-1].includes.append(Expression(s1H_h, ""Genetic data""))

s2_h = Section(""(2)"")
sec_h.add_subsection(s2_h)
e2_h = Expression(s2_h, ""A username or email address, in combination with a password or security question and answer that would permit access to an online account"")
d_personal_info_h.meaning.append(e2_h)","['#definition', '#continuation', '#refined_by', '#reference', '#exception']"
"§14–3504.;(j)
Compliance with this section does not relieve a business from a duty to comply with any other requirements of federal law relating to the protection and privacy of personal information.","s = Section(sectionNumber=""§14–3504"")
sj = Section(""(j)"")
s.add_subsection(sj)

r = Rule(sj, Expression(sj, ""Compliance with this section""))
r.rule_type = Rule.OBLIGATION
r.description = Expression(sj, ""does not relieve a business from a duty to comply with any other requirements of federal law relating to the protection and privacy of personal information"")",['#obligation']
"(f) A person or business that is required to issue a security breach notification pursuant to this section to more than 500 California residents as a result of a single breach of the security system shall electronically submit a single sample copy of that security breach notification, excluding any personally identifiable information, to the Attorney General. A single sample copy of a security breach notification shall not be deemed to be within Article 1 (commencing with Section 7923.600) of Chapter 1 of Part 5 of Division 10 of Title 1 of the Government Code.","s = Section(sectionNumber=""(f)"")

r1 = Rule(s, Expression(s, ""A person or business that is required to issue a security breach notification pursuant to this section to more than 500 California residents as a result of a single breach of the security system""))
r1.rule_type = Rule.OBLIGATION
r1.description=Expression(s, ""shall electronically submit a single sample copy of that security breach notification, excluding any personally identifiable information, to the Attorney General"")

r2=Rule(s, Expression(s, ""A single sample copy of a security breach notification""))
r2.rule_type=Rule.PROHIBITION
r2.description=Expression(s, ""shall not be deemed to be within Article 1 (commencing with Section 7923.600) of Chapter 1 of Part 5 of Division 10 of Title 1 of the Government Code"")
ref1=Reference(s, ""Article 1 (commencing with Section 7923.600) of Chapter 1 of Part 5 of Division 10 of Title 1 of the Government Code"", r2)
r2.add_follows(ref1)
r2.add_is_exception_to(r1)","['#obligation', '#prohibition', '#follows', '#exception_to', '#reference']"
"(i) All documents, materials and information provided in response to an investigative demand issued pursuant to subsection (c) of section 42-110d in connection with the investigation of a breach of security as defined by this section shall be exempt from public disclosure under subsection (a) of section 1-210, provided the Attorney General may make such documents, materials or information available to third parties in furtherance of such investigation.","s = Section(""i"")
e_i = Exemption(s, Expression(s, ""All documents, materials and information provided in response to an investigative demand issued pursuant to subsection (c) of section 42-110d in connection with the investigation of a breach of security as defined by this section""))
e_i.description.append(Expression(s, ""shall be exempt from public disclosure under subsection (a) of section 1-210""))
e_i.description.append(Expression(s, ""provided the Attorney General may make such documents, materials or information available to third parties in furtherance of such investigation""))
ref1=Reference(s, ""subsection (c) of section 42-110d"", target=e_i)
e_i.add_follows(ref1)
ref2=Reference(s, ""subsection (a) of section 1-210Z"", target=e_i)
e_i.add_refines(ref2)","['#refines', '#exemption', '#follows', '#reference']"
"§14–3504.;(d)
(1) The notification required under subsections (b) and (c) of this section may be delayed:
(i) If a law enforcement agency determines that the notification will impede a criminal investigation or jeopardize homeland or national security; or
(ii) To determine the scope of the breach of the security of a system, identify the individuals affected, or restore the integrity of the system.
(2) If notification is delayed under paragraph (1)(i) of this subsection, notification shall be given as soon as reasonably practicable after the law enforcement agency determines that it will not impede a criminal investigation and will not jeopardize homeland or national security.","s = Section(sectionNumber=""§14–3504."")
sd = Section(sectionNumber=""(d)"")
s.add_subsection(sd)
sd1 = Section(sectionNumber=""(1)"")
sd.add_subsection(sd1)
r1 = Rule(sd1, Expression(sd1, ""The notification required under subsections (b) and (c) of this section""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(sd1, ""may be delayed"")
ref1=Reference(sd1, ""subsection (b) and (c) of this section"", target=r1)
r1.add_is_exception_to(ref1)
sd1i = Section(""(i)"")
sd1.add_subsection(sd1i)
r1.conditions.append(Expression(sd1i, ""a law enforcement agency determines that the notification will impede a criminal investigation or jeopardize homeland or national security""))
sd1ii = Section(""(ii)"")
sd1.add_subsection(sd1ii)
r1.conditions.append(Expression(sd1ii, ""To determine the scope of the breach of the security of a system, identify the individuals affected, or restore the integrity of the system""))

sd2 = Section(sectionNumber=""(2)"")
sd.add_subsection(sd2)
r2 = Rule(sd2, Expression(sd2, ""notification""))
r2.conditions.append(Expression(sd2, ""notification is delayed under paragraph (1)(i) of this subsection""))
r2.rule_type = Rule.OBLIGATION
r2.description = Expression(sd2, ""shall be given as soon as reasonably practicable after the law enforcement agency determines that it will not impede a criminal investigation and will not jeopardize homeland or national security"")
ref2=Reference(sd2, ""paragraph (1)(i) of this subsection"", target=r2)
r2.add_follows(ref2)","['#condition', '#continuation', '#obligation', '#permission', '#exception_to', '#follows', '#reference']"
"3. Any person or business which maintains computerized data which includes private information which such person or business does not own shall notify the owner or licensee of the information of any breach of the security of the system immediately, provided that such notification shall be made within thirty days following discovery, if the private information was, or is reasonably believed to have been, accessed or acquired by a person without valid authorization.","s3 = Section(""3."")
r3 = Rule(s3, Expression(s3, ""Any person or business maintains computerized data which includes private information which such person or business does not own""))
r3.rule_type = Rule.OBLIGATION
r3.description = Expression(s3, ""shall notify the owner or licensee of the information of any breach of the security of the system immediately"")
r3.conditions.append(Expression(s3, ""provided that such notification shall be made within thirty days following discovery, if the private information was, or is reasonably believed to have been, accessed or acquired by a person without valid authorization""))","['#obligation', '#condition']"
"§14–3507.;(b)
A business that complies with the requirements for notification procedures, the protection or security of personal information, or the destruction of personal information under the rules, regulations, procedures, or guidelines established by the primary or functional federal or State regulator of the business shall be deemed to be in compliance with this subtitle.","s = Section(sectionNumber=""§14–3507"")
s_b = Section(""(b)"")
s.add_subsection(s_b)
r = Rule(s_b, Expression(s_b, ""A business complies with the requirements for notification procedures, the protection or security of personal information, or the destruction of personal information under the rules, regulations, procedures, or guidelines established by the primary or functional federal or State regulator of the business""))
r.rule_type = Rule.PERMISSION
r.description = Expression(s_b, ""shall be deemed to be in compliance with this subtitle"")",['#permission']
